# ra, dec
14.261549, -2.013437
14.262296, -3.376895
14.262853, 6.202069
14.262954, 0.523649
14.263756, 2.567140
14.264112, 0.235624
14.264734, -5.878155
14.264835, 3.917629
14.265704, -0.516429
14.266224, 1.055558
14.268456, -3.595579
14.270762, 0.971977
14.270871, 0.752317
14.271061, 4.202946
14.271825, 3.537639
14.272023, 1.548337
14.272454, -1.979639
14.273339, 1.610168
14.274548, -0.686967
14.274574, -1.815564
14.275808, 5.864778
14.276452, 2.496110
14.276459, -0.201910
14.276889, -2.047472
14.277675, -0.731962
14.277766, 0.942190
14.278488, -2.996752
14.278921, 3.989077
14.279185, -1.123336
14.279705, -0.848804
14.280193, -6.806092
14.281176, 0.838605
14.282254, 0.155270
14.285101, 3.733741
14.285119, -1.577259
14.286164, 0.255309
14.286365, 3.380877
14.287719, 2.083834
14.288243, -0.678257
14.288479, 6.870073
14.288557, 0.547263
14.289513, 4.416589
14.289563, 1.155262
14.289607, -0.914128
14.292183, -0.236670
14.292842, 5.052272
14.293072, 4.909412
14.293440, 7.349809
14.293816, -0.179669
14.295596, 1.105614
14.295829, -0.303864
14.297103, -1.316317
14.297408, -3.377526
14.297629, -0.333481
14.298587, -1.425179
14.298623, -1.467633
14.299495, -0.345492
14.302066, 0.632842
14.303553, 8.227231
14.303771, -4.990146
14.304230, 0.701607
14.304301, 0.957131
14.305087, 4.030644
14.305622, 3.817812
14.308313, 7.762479
14.308899, 0.736374
14.309381, -1.714935
14.309934, -4.676843
14.310362, 2.010416
14.310550, 0.197080
14.315395, -4.897955
14.315844, -0.135613
14.315850, -1.781268
14.315874, 2.939119
14.316627, -0.451976
14.316919, 0.984431
14.317204, -1.090134
14.318369, -3.539854
14.318921, 1.202796
14.319556, -2.030689
14.320812, -3.379492
14.320830, -0.409221
14.321910, 2.804690
14.322355, -0.020370
14.322790, 0.069767
14.323479, 0.866162
14.324531, 0.545285
14.326045, 6.527303
14.328121, -4.371569
14.328600, -1.700028
14.328773, -0.026316
14.329204, 1.384957
14.329279, 0.353168
14.331535, 3.700528
14.332113, -1.501467
14.332312, -1.002873
14.333690, -1.179600
14.333723, 5.029528
14.333791, -0.019623
14.334407, 2.419285
14.334978, 4.410552
14.335525, 5.095392
14.336269, 0.610186
14.336434, -0.990505
14.336592, 4.437208
14.337235, -0.086829
14.338402, 0.156549
14.338415, 0.859474
14.339142, 4.094240
14.339696, -0.402146
14.339751, 1.973600
14.340975, 6.115521
14.341010, -1.006546
14.341100, -1.221518
14.341212, 2.020256
14.341788, -2.046217
14.342940, 0.279071
14.343698, 1.017194
14.344060, -6.162843
14.344181, -0.087944
14.344439, -4.900925
14.345028, -1.216735
14.346133, -4.440312
14.346307, 7.653587
14.346891, -1.423723
14.347219, 4.922382
14.347963, 0.682723
14.348705, 0.542753
14.348869, -6.608641
14.349738, -0.706277
14.350909, -2.742660
14.351638, 3.941601
14.351935, -3.259272
14.352400, 1.125856
14.353071, -2.803119
14.355293, -0.078185
14.356021, 0.941756
14.356464, 1.991699
14.356713, 2.177296
14.357496, -4.550007
14.357774, 0.727686
14.357998, 7.827320
14.358288, 5.449887
14.359896, -0.922428
14.360128, 7.868277
14.360782, 5.517514
14.360928, 0.076329
14.360946, -1.630973
14.360986, -0.855408
14.361884, -0.308868
14.362331, 7.060011
14.362459, -1.178245
14.364511, -0.024391
14.365753, 0.257246
14.366568, -0.036668
14.367310, -0.455855
14.368145, 3.468711
14.371393, -1.800656
14.371805, 3.967603
14.371993, -0.098949
14.372141, 8.382190
14.372570, 1.243166
14.374223, 4.412433
14.378411, -0.504588
14.378951, -2.488323
14.379112, 3.171008
14.379576, -5.080987
14.381178, -2.557889
14.381420, -3.743538
14.382054, 1.278366
14.382491, -4.391832
14.383493, 3.347300
14.383560, -0.654823
14.385418, -4.310588
14.385489, -6.755002
14.387875, 0.597159
14.388157, -0.763784
14.388578, -4.773517
14.388911, 5.036061
14.389829, -0.555951
14.392424, 4.360802
14.393002, -0.304170
14.393295, -0.863086
14.394213, -1.520377
14.394261, -4.695135
14.395889, -2.711603
14.396172, 5.284609
14.396455, -3.357457
14.396628, 1.189233
14.396775, -3.839371
14.398394, 2.698086
14.398872, 1.207318
14.400086, 4.139181
14.400123, 5.010167
14.400134, 4.662794
14.401076, -1.673638
14.402782, -0.671785
14.402879, 0.828138
14.403237, -3.066667
14.403246, 7.390924
14.403925, -4.503788
14.404264, 3.358762
14.404464, 1.964576
14.405561, -2.104802
14.406020, -5.021494
14.407435, 3.779175
14.407678, -1.668753
14.408345, 3.116415
14.409164, -1.333146
14.409196, 7.561289
14.409307, -0.765531
14.409417, 0.142690
14.410183, -0.776760
14.410271, 6.887988
14.410484, -4.157345
14.412801, 0.028344
14.413016, 4.491081
14.413299, 1.917698
14.414044, -1.206245
14.414448, -0.580201
14.414463, 2.254452
14.415839, 4.107948
14.417104, 2.008171
14.417405, 0.803189
14.417415, -3.546435
14.417474, 7.612203
14.417556, -0.972770
14.418053, -4.230646
14.418991, -0.048279
14.419838, 1.927221
14.421002, 4.444119
14.421597, 4.306320
14.421670, 0.481046
14.421827, 2.504217
14.424465, -4.683613
14.425126, 5.233173
14.425224, 3.570581
14.425568, -1.527621
14.425951, -0.217293
14.426757, -0.696688
14.427077, -0.125180
14.427255, 4.578659
14.427582, -4.252045
14.429433, -1.206136
14.429708, -0.860623
14.429743, -1.512858
14.431095, 3.704474
14.431287, 0.235330
14.432442, -0.199742
14.433063, -4.803016
14.434132, 1.158144
14.436170, 1.138438
14.437007, -0.651983
14.438627, 5.737193
14.440303, 4.007892
14.440679, 4.181023
14.441675, -1.012419
14.441793, -3.421629
14.442176, 4.815712
14.443255, 0.193346
14.444865, 0.801629
14.445278, -1.935340
14.445785, -3.812281
14.446735, -3.453941
14.447830, 0.934984
14.449211, 3.264848
14.449280, -4.646382
14.449606, 2.870763
14.450461, 0.379564
14.450740, -6.360881
14.450860, 7.965493
14.451160, 4.157635
14.451469, -2.744343
14.452196, -1.025403
14.452323, -1.030735
14.453120, 8.459355
14.454209, 6.227476
14.454307, 3.526379
14.455687, -0.569537
14.456907, 1.625368
14.457154, 1.145327
14.457232, 4.464959
14.460196, -2.752385
14.460645, 1.111318
14.461160, -3.645755
14.463490, -0.754949
14.463707, -1.443154
14.464015, 4.688305
14.464833, 1.930231
14.465097, 0.042575
14.466039, -0.791318
14.466116, -0.569022
14.467394, -0.644061
14.467665, 4.305897
14.468335, 2.519017
14.468467, 3.950126
14.468669, -3.918420
14.468791, 3.722158
14.469470, 3.367342
14.469579, 1.425020
14.470429, 1.025213
14.470730, -0.486889
14.473086, 0.208388
14.473634, 0.265618
14.474376, -1.662256
14.474408, -2.568028
14.474446, -3.272705
14.474621, -0.155753
14.475120, -3.881798
14.475192, -0.249488
14.475473, -1.846244
14.476924, 7.205489
14.476965, 5.066059
14.477871, 4.984897
14.478449, -0.314711
14.478963, 3.062530
14.479026, -0.722835
14.479755, 1.816609
14.480161, -3.584648
14.481407, 0.430902
14.481655, -1.003079
14.484054, -3.627221
14.486032, 8.902525
14.486615, 1.671373
14.486865, -0.864189
14.487081, 7.118005
14.487659, -0.215499
14.488681, -4.663550
14.489358, 4.012319
14.490209, 2.474339
14.491185, 4.059804
14.491310, 4.736613
14.491400, -2.284126
14.491846, -2.964385
14.492132, -1.068256
14.493338, -3.479779
14.493710, 2.609581
14.493899, -0.417663
14.494901, -0.993214
14.495719, 7.590053
14.496607, -4.265877
14.499431, 2.267575
14.500314, 0.225568
14.500544, 5.435469
14.501639, -2.162451
14.502109, 0.533632
14.502814, 3.507670
14.502930, 3.361640
14.503374, -3.340028
14.503890, 6.676810
14.504007, 0.366343
14.504371, 0.820959
14.504620, 0.483819
14.504859, 1.229199
14.504970, -1.214148
14.505331, -0.869996
14.507258, -2.438240
14.508323, 2.778368
14.509123, -3.674440
14.509385, 0.263886
14.509453, -3.582240
14.510244, -2.048599
14.512725, -3.263615
14.513081, -0.054677
14.513873, -0.155087
14.515287, 1.113929
14.515431, -4.276348
14.517338, -0.898180
14.518183, 0.148696
14.518258, 0.812472
14.518815, -0.032881
14.520231, 2.413386
14.520872, 0.155426
14.521640, -1.633384
14.521642, -1.511278
14.522282, 0.642487
14.523198, 3.357365
14.523244, -2.988371
14.523707, -3.302820
14.523711, -4.873272
14.525235, -4.060218
14.525767, 4.968500
14.526014, -0.561934
14.527115, -2.511801
14.527681, -0.990129
14.528426, 8.926656
14.529191, -1.678966
14.529567, 2.468938
14.529837, 8.938541
14.530502, 3.460907
14.530979, 2.355823
14.531792, -2.929831
14.532001, -1.066939
14.532117, -0.398706
14.532965, 1.097649
14.533285, 2.854481
14.533747, 1.204424
14.534222, -0.404955
14.534267, 4.928778
14.534518, -0.144837
14.535588, 3.221976
14.536458, 0.266513
14.536537, 1.548940
14.536609, -3.191370
14.537094, 5.806846
14.537334, 1.675268
14.537463, -0.762300
14.537771, 0.384391
14.538073, 0.521751
14.539318, -3.447084
14.539671, -1.073128
14.539836, 0.281800
14.540645, 2.698638
14.541026, -3.854764
14.541437, -0.437020
14.541470, 6.721586
14.542272, 0.434212
14.542856, 4.567725
14.544023, 0.938140
14.544548, 1.761882
14.545311, -3.356402
14.545889, -0.848546
14.545947, -1.175596
14.546674, 0.781828
14.546913, -6.922061
14.547281, -0.645611
14.547776, -1.135459
14.548739, 5.457079
14.550622, 2.011488
14.550669, -6.081561
14.551498, -2.038010
14.551625, 3.261069
14.552412, 0.110872
14.552493, 3.123713
14.553251, 0.604490
14.553948, 1.881103
14.555139, -3.683406
14.555921, 3.640390
14.557007, 0.235892
14.558716, 4.843191
14.558981, 5.020243
14.559513, 2.115360
14.559522, 8.210219
14.559656, 1.258408
14.560049, 2.473112
14.560369, -1.251939
14.561750, 6.554850
14.562506, -2.992344
14.563864, 1.586087
14.564026, -2.287724
14.565629, 1.368152
14.565827, -3.574871
14.565970, -1.060998
14.568397, -0.537384
14.570085, -0.060763
14.570688, 0.536779
14.572476, -0.373960
14.574391, -3.108808
14.574870, 2.309090
14.575031, -2.858653
14.575282, -4.317830
14.577542, -1.225410
14.578830, 3.128100
14.580306, 5.103924
14.581140, -2.313801
14.581344, -3.008005
14.581505, 4.593723
14.581879, -0.028096
14.582275, -3.786431
14.584278, -0.767091
14.588945, 4.117036
14.590366, 5.481092
14.591521, 6.007245
14.592041, -0.570525
14.592484, -0.456281
14.592929, 8.027825
14.593585, 5.925912
14.593606, -2.348579
14.594155, 2.776057
14.595064, -4.140342
14.595096, -0.293630
14.595719, 1.993270
14.595922, -3.640692
14.596720, -3.028407
14.597454, 1.516387
14.598147, 0.986751
14.598404, 1.809788
14.598796, -0.005923
14.599442, -0.070864
14.599503, -0.594892
14.599796, 4.565845
14.599797, -0.462080
14.601701, 1.199044
14.602253, 7.854068
14.603111, 0.687042
14.603477, -0.749853
14.605783, 2.656642
14.606396, -0.159153
14.607091, -2.450113
14.607301, 3.043761
14.608095, -4.376226
14.610159, -2.678560
14.610199, -1.174959
14.610492, 2.879006
14.610641, -3.551988
14.610945, 3.485988
14.610966, -1.813498
14.611759, -2.551222
14.612142, 2.965091
14.615677, -3.115917
14.616367, 4.974786
14.619192, 3.551207
14.619911, 3.729407
14.620324, -4.308819
14.620365, 3.890114
14.620555, 0.229683
14.621312, -0.289430
14.621444, 6.598576
14.621944, 0.638923
14.622194, 1.841940
14.622661, 0.221661
14.623667, -2.658315
14.624375, -1.159267
14.624540, -4.852420
14.625677, 0.858345
14.627913, -1.134006
14.628122, 2.618910
14.629074, 8.420378
14.629142, -0.458976
14.629829, -0.622029
14.630017, -0.224449
14.630379, -4.357512
14.631267, 0.465773
14.631966, 4.999696
14.634493, 7.224217
14.635518, -0.914963
14.636278, -2.521787
14.636604, 4.084664
14.636972, 1.734011
14.636994, -4.404518
14.637057, -0.505790
14.637124, -2.058372
14.640110, -1.250135
14.640161, -2.169133
14.640234, -0.049680
14.640273, 2.693754
14.641658, 1.642087
14.645045, -2.599153
14.645478, -3.356171
14.645678, 5.284911
14.646852, 4.826568
14.646995, -6.048999
14.648115, -2.470880
14.648756, 5.293471
14.649236, -4.490823
14.649878, -0.907346
14.650237, -4.677386
14.651085, 1.218663
14.652511, 3.328826
14.653387, -0.095268
14.653959, 1.147209
14.654362, 3.136982
14.655448, -0.598265
14.656624, -1.193317
14.657134, -0.017642
14.657387, -0.577082
14.659097, -2.212766
14.659560, -0.465104
14.660275, -2.272721
14.660663, 2.287445
14.661778, 0.882366
14.662590, -0.524841
14.662613, 1.364595
14.663436, 2.351156
14.663856, 4.379141
14.665076, 1.207467
14.665124, 1.606008
14.665337, 5.873380
14.665818, -3.422970
14.666789, 6.090379
14.666829, -0.812710
14.666912, 1.541013
14.667263, -0.406439
14.668987, 3.994088
14.670936, -1.117192
14.671740, -0.324481
14.673577, -0.389080
14.674571, -0.989159
14.675440, -0.938707
14.675478, 1.317443
14.676406, 6.627637
14.676615, -1.913799
14.678439, 1.588022
14.679367, -1.896254
14.679621, 2.610455
14.679831, 5.493107
14.682473, 5.671367
14.682754, -1.782396
14.683277, -2.471653
14.684895, 0.447946
14.685011, 3.499937
14.686460, 4.999101
14.686734, -0.659499
14.688011, -2.328125
14.688196, -5.349360
14.688371, -0.082000
14.688429, -0.270565
14.689560, 0.944329
14.690836, -0.335395
14.691867, -1.433583
14.692777, -3.744657
14.693091, 2.928806
14.693783, 4.314867
14.694179, 0.945727
14.695976, 3.803628
14.697950, 5.235203
14.699397, -0.286936
14.700403, 1.912110
14.700503, 3.677382
14.701936, -1.705693
14.701989, 1.072062
14.702688, 8.361818
14.702999, 0.570132
14.703987, -4.361168
14.707637, 0.067103
14.709452, -4.688529
14.709837, 0.550536
14.710994, 0.984178
14.712088, -5.936750
14.712855, -1.452845
14.715325, 8.127560
14.715587, 0.135961
14.717435, 4.139799
14.717622, -4.905445
14.718129, 8.335750
14.719102, -2.885379
14.719971, 0.770419
14.720281, -0.505232
14.720384, -3.262643
14.721017, -2.482979
14.721046, 1.493427
14.721901, 2.326174
14.721993, -4.262636
14.722047, -1.933004
14.722528, 0.701154
14.722772, 8.657922
14.722799, -4.448982
14.723305, -3.983553
14.724818, -2.357379
14.725086, -1.932752
14.726230, -1.055402
14.726614, -2.573086
14.728072, 0.503284
14.728685, -3.681771
14.730553, 0.057070
14.730777, 2.505006
14.732331, 1.191268
14.732441, 8.149367
14.733045, 1.289030
14.733892, 0.627387
14.734330, -2.291997
14.735827, 0.866340
14.738038, -2.313158
14.738123, 3.099548
14.739313, 7.804048
14.739785, 2.073812
14.740924, 4.579657
14.741287, 1.880241
14.742384, 5.356711
14.742579, -2.765927
14.742674, -0.701703
14.743465, 1.628126
14.743858, -0.886690
14.744290, 5.997273
14.744801, 0.355782
14.745217, 0.473784
14.745267, -0.472855
14.745334, 0.936139
14.745344, -0.228829
14.746822, -1.615629
14.748499, -2.794093
14.748792, 3.369358
14.748850, 2.394303
14.752330, 4.232394
14.753913, 0.177013
14.755696, 8.056079
14.758227, 2.761622
14.759179, 0.633498
14.760636, 3.495904
14.761685, 7.031127
14.761835, 4.627275
14.761861, 5.079161
14.763466, 3.104448
14.764236, -0.432444
14.764888, 1.384058
14.766422, -0.243743
14.768312, 3.059385
14.768714, -1.050189
14.769054, -0.923876
14.770174, 4.898990
14.771761, 1.564253
14.771793, 7.796465
14.772444, -0.826926
14.772523, -0.783732
14.772869, -0.085219
14.772978, 0.114348
14.773367, 7.041521
14.773557, 4.518751
14.774536, 3.791132
14.775008, 0.464363
14.775613, 3.207120
14.776719, -1.087165
14.776924, 2.595260
14.777119, -1.835263
14.777627, -3.068380
14.780313, 1.101120
14.780943, -4.837183
14.782578, 2.433630
14.783037, -3.252376
14.783811, 6.265668
14.784030, 0.593428
14.784273, -1.386119
14.784379, 3.423466
14.785083, -1.578891
14.785151, 1.634330
14.785217, -2.113393
14.785331, -0.077885
14.786546, -4.453306
14.786924, -0.267408
14.787549, -1.121911
14.788091, 4.361110
14.789620, 8.674001
14.790194, 0.411664
14.790435, 3.143514
14.791232, -6.328766
14.792714, -0.789320
14.794275, -0.512418
14.794329, -3.455271
14.795981, -5.714927
14.796562, -1.434475
14.798323, -1.622034
14.798823, 0.860494
14.799177, -4.864098
14.799206, 2.575892
14.799940, -2.851877
14.799961, -2.673011
14.800687, -5.426832
14.802042, 5.659591
14.804222, 1.093061
14.804394, -1.009213
14.804565, -2.912403
14.805119, -6.224668
14.805450, 0.851401
14.806176, -1.083828
14.807064, -3.903067
14.808241, 0.265164
14.809890, -3.483750
14.811373, -3.789047
14.811680, -1.867113
14.811758, -1.886940
14.812621, 0.333592
14.813256, -0.872553
14.813342, 0.897817
14.814243, 0.707738
14.814751, -3.017329
14.815568, 0.312281
14.817013, -3.013439
14.820002, 4.045458
14.820134, -3.212974
14.820291, 6.060608
14.820530, -1.022085
14.820828, -1.976902
14.821485, 7.166892
14.822232, 2.371108
14.823296, 1.701444
14.823525, -5.106396
14.823845, 7.960000
14.824236, -0.451558
14.825068, -1.508091
14.825079, 5.269929
14.825946, 0.422135
14.827071, 0.823494
14.827084, 6.030318
14.827378, -0.338967
14.827972, -0.569558
14.828092, 3.379192
14.828370, -3.690278
14.828775, -0.993856
14.832517, 3.095338
14.832951, -2.527680
14.833877, -4.105804
14.834737, -2.427732
14.838081, 1.210953
14.838815, -4.549893
14.839034, 0.685781
14.839035, 2.917574
14.839135, 0.590225
14.839466, 2.364715
14.839737, 0.730572
14.839828, 8.312179
14.840241, -0.503204
14.840905, 2.639687
14.842638, 0.082342
14.843976, -0.688276
14.844271, -3.753153
14.844296, 1.953726
14.844376, 0.050402
14.844658, 2.109478
14.845627, 8.872630
14.847139, 1.720214
14.847248, -2.533291
14.848239, 4.786855
14.848321, -0.669770
14.848487, -0.001213
14.848531, 0.640462
14.849370, -5.907760
14.849577, -0.022354
14.851073, 4.233544
14.851257, 1.085487
14.851394, -0.389011
14.851486, 0.418453
14.851912, 0.031450
14.853146, -0.377351
14.854171, 4.162939
14.855751, -1.710993
14.855834, 4.640652
14.856114, -0.589054
14.857676, 5.039356
14.858863, 3.028769
14.859702, 7.273296
14.860290, 3.991932
14.861680, -0.827305
14.864216, 0.624385
14.864380, 2.979514
14.864501, -2.467043
14.864776, -2.161903
14.864860, -4.156376
14.865567, -4.635823
14.866053, 3.338373
14.866821, -0.497338
14.867160, 0.325312
14.867201, 0.629010
14.869422, 1.575492
14.870825, 4.556495
14.871306, -2.471826
14.871695, -0.517979
14.872550, -4.203096
14.873236, 0.803276
14.873638, 7.698493
14.874628, 7.314961
14.875262, 1.190112
14.875913, 3.878543
14.876317, -2.837171
14.878469, -5.592407
14.879915, 4.188114
14.880289, -2.947945
14.880353, 7.185393
14.880511, 1.140432
14.882232, -4.308552
14.883267, 0.819695
14.883804, 1.671498
14.884774, 3.995636
14.885115, 0.077638
14.887225, 4.043450
14.887315, -2.902835
14.888277, 2.440198
14.889584, 1.095635
14.890715, -2.454253
14.890756, -1.242930
14.890940, 1.331468
14.891347, -3.437587
14.891957, 3.153069
14.892076, 0.176397
14.892199, 3.410698
14.892275, 2.057789
14.892401, 3.217320
14.893657, 4.109139
14.894365, -2.794445
14.895144, -0.314215
14.895145, 0.997304
14.895961, 5.061611
14.896295, 1.262431
14.896375, 2.003273
14.896922, 4.466899
14.897341, 0.053215
14.897531, -1.755841
14.900600, -5.975833
14.900802, -2.216005
14.901052, -1.501042
14.901237, 0.981400
14.901328, -0.262839
14.901361, 0.437878
14.901904, 4.529710
14.902626, -0.655587
14.903030, 4.051094
14.905700, -0.292905
14.906285, 4.698154
14.906527, 0.400480
14.907940, 2.907341
14.908782, -2.851835
14.908893, 2.079135
14.909117, -0.900661
14.910626, 4.341394
14.911060, 1.518486
14.911938, -3.725426
14.913113, -2.864556
14.913607, -1.812859
14.914589, 0.742048
14.914742, -0.686378
14.915860, 7.561020
14.915878, -1.246048
14.917104, -3.502083
14.918738, -1.046352
14.919454, -0.162826
14.920671, 4.578726
14.920878, -0.967800
14.922619, -0.579582
14.922632, 2.791615
14.923278, 1.070252
14.923681, 4.245748
14.924482, -2.097061
14.925271, 4.803318
14.925573, 0.105420
14.926493, 1.042559
14.927786, -6.990828
14.928495, -3.783501
14.929062, -3.966403
14.929594, -4.498687
14.929628, 1.815245
14.930337, 3.741062
14.930411, 1.157895
14.931448, -2.782996
14.931600, -3.046345
14.932351, 0.456244
14.932392, 4.269340
14.932633, 0.380784
14.934905, 4.520599
14.937668, -1.955974
14.938798, 8.002804
14.939915, 2.232541
14.941290, 1.719290
14.941766, -0.517392
14.942461, -0.353181
14.942505, 2.527467
14.942665, 0.417293
14.942898, -3.349139
14.942983, 2.845550
14.943031, -1.002448
14.944422, 0.048643
14.945011, -3.000987
14.946562, -2.093323
14.946838, 0.752957
14.947586, -1.169723
14.947945, -2.191598
14.949534, 5.301853
14.950404, -5.885054
14.950784, -6.808699
14.951649, -0.476421
14.952211, 0.204465
14.954845, 4.347977
14.955122, 1.650951
14.956507, 1.121521
14.957368, 1.726547
14.957937, -4.736132
14.958530, -1.016144
14.959031, -2.415353
14.959816, -4.399640
14.959846, 0.493913
14.959854, 2.993590
14.961324, 3.672883
14.962080, -3.487567
14.963383, -5.027020
14.964099, 4.475781
14.964828, 8.134429
14.964933, -0.784881
14.965624, -2.983037
14.967189, -4.305697
14.968028, 3.363473
14.969051, -1.963525
14.971136, -0.851298
14.972469, 2.899981
14.973067, -0.512314
14.974073, 0.624245
14.974695, 3.432867
14.974925, 3.637829
14.975277, 4.149559
14.975986, 3.591482
14.976300, 4.994798
14.977512, -1.050682
14.977660, 0.564374
14.978463, 1.518196
14.978491, -5.644422
14.978782, 2.127466
14.980194, 3.716849
14.980595, 3.581045
14.980668, 4.305274
14.981711, -3.266170
14.982574, 1.936398
14.982938, -4.123048
14.982987, 4.314339
14.985016, 4.681833
14.985548, -4.400315
14.986100, -0.523801
14.986484, 7.262661
14.987023, -0.092488
14.989139, 0.495098
14.989970, -4.376254
14.990129, 7.219008
14.991531, 4.201801
14.992030, 2.401757
14.992507, 1.435854
14.993115, -3.843912
14.993847, -3.169775
14.994039, 2.088954
14.997026, 3.614376
14.997077, 3.642569
14.997521, -0.718689
14.997872, 2.556809
14.998026, -1.126658
14.998554, -1.147577
14.998732, 7.952133
14.999441, 0.495959
15.002657, 3.951489
15.002885, -2.477134
15.004726, 6.694573
15.005206, 4.144760
15.005273, -2.536706
15.005660, 1.534965
15.005948, 3.852442
15.006530, 3.160613
15.006865, -2.567356
15.007620, -2.671449
15.008056, 4.165928
15.008555, 0.792651
15.009661, 0.278491
15.011102, 0.802782
15.012009, -4.288273
15.012096, -2.160155
15.012437, -4.723111
15.012487, 2.289903
15.013246, 0.877607
15.015335, -3.571972
15.015987, 0.304002
15.016927, 0.918066
15.017079, -1.155911
15.020194, 0.433008
15.021823, -1.062258
15.022224, 1.680272
15.022322, -0.204261
15.023509, 0.265915
15.024787, 0.758477
15.025121, -4.089566
15.025342, -0.301097
15.026252, 3.100585
15.026488, -4.513729
15.026777, 0.700801
15.027312, -2.613349
15.027788, -3.446616
15.028287, 0.630099
15.028506, 1.115298
15.028862, -0.472862
15.030332, -0.538492
15.030426, 4.390043
15.031937, -4.603969
15.032639, -6.804542
15.032671, 3.476353
15.032969, -1.845327
15.034858, -2.870368
15.035286, 6.606530
15.035323, -1.419373
15.036804, 2.726395
15.036948, -0.529485
15.037453, -0.217190
15.037528, -0.685510
15.037667, -2.735284
15.037955, 3.174717
15.038099, 3.086751
15.038239, 2.283670
15.040899, 0.799173
15.041322, 0.435718
15.041336, -1.765513
15.042230, 1.104360
15.042414, 0.746636
15.046718, -1.305339
15.048644, 2.782160
15.049087, -0.435343
15.050354, 4.860777
15.052417, 2.177651
15.052746, -1.426351
15.053922, 0.567037
15.053925, 2.461204
15.054045, 0.005881
15.054373, 0.213061
15.054809, -0.063542
15.055440, 4.944033
15.055809, -1.472770
15.056147, -2.821900
15.057137, -3.251204
15.061426, -1.190766
15.061769, -1.327100
15.062502, -0.112690
15.062590, 0.497318
15.062663, 4.165130
15.062845, -0.977412
15.063739, 0.535241
15.063934, -2.149474
15.064890, -0.171075
15.065063, -0.556655
15.065278, -0.356361
15.065314, -1.911149
15.065458, 2.400751
15.068439, -1.677422
15.068636, -2.153518
15.068800, -1.473365
15.070267, 3.429982
15.071525, 7.993513
15.071538, -1.959227
15.073856, 1.155280
15.074224, 0.488342
15.074982, -4.271874
15.075559, 1.038510
15.075674, 0.223584
15.075754, 0.253131
15.075919, -2.553157
15.076009, -2.638239
15.076805, -3.237070
15.077670, -0.082476
15.077762, -0.364135
15.078018, 3.020485
15.079698, -5.514932
15.080096, -0.401166
15.081009, -1.747801
15.081512, -2.229995
15.082180, -0.677371
15.082235, -4.668776
15.082579, 0.728149
15.086064, -4.980353
15.086590, 8.697079
15.086796, 1.127278
15.088839, -3.180618
15.088935, -3.732322
15.089069, -2.055477
15.089234, -4.507129
15.089794, -1.860460
15.090158, -0.041662
15.090203, -0.757422
15.090443, 1.725274
15.093246, 0.888813
15.094431, 2.687853
15.094459, 0.943320
15.094470, 2.209805
15.095278, 1.330839
15.095730, 4.405704
15.095767, 0.189479
15.096135, -0.127661
15.096848, 2.452388
15.099003, 1.549340
15.099634, 1.313352
15.099791, -0.302957
15.100622, -1.320944
15.100837, 1.745966
15.101301, -2.714508
15.101468, 0.420700
15.101984, -1.195550
15.102455, 3.993500
15.102930, -3.144436
15.103547, 1.136444
15.106506, 8.140716
15.106739, 2.172420
15.108035, -0.210191
15.108036, 4.480430
15.108548, 8.330803
15.109778, -3.604636
15.110446, -4.661461
15.112025, 7.637847
15.114961, -3.253684
15.115281, -0.114823
15.116491, -0.636758
15.116921, -0.385906
15.117204, 0.433339
15.119282, 4.085099
15.121440, -2.363601
15.122037, -0.285192
15.122360, -3.709679
15.122424, -0.659144
15.122761, -2.307009
15.123316, 3.359936
15.124038, 2.820197
15.124692, -0.101701
15.125791, 0.424487
15.126682, -1.417249
15.127209, 2.504702
15.127897, -0.609665
15.129244, -2.633467
15.130102, 3.480131
15.130450, 1.409878
15.130775, -0.395339
15.131712, 0.216171
15.132547, -2.867220
15.133572, 4.402264
15.134015, 0.938933
15.134330, 0.896925
15.136674, 0.315428
15.136922, 0.657602
15.137141, 2.944671
15.137406, -2.459888
15.137762, 1.747697
15.138300, -3.104035
15.138463, 3.661947
15.138662, -2.987756
15.139466, 1.294317
15.139590, 0.366731
15.139708, -1.490226
15.140446, -2.856748
15.140686, -4.298495
15.141235, 0.125580
15.141464, 0.213052
15.141637, -1.153407
15.142301, 6.272788
15.142518, 0.724686
15.142687, -2.541826
15.142970, 1.089110
15.143936, 0.596389
15.144734, 1.338985
15.144834, -2.050380
15.144868, -2.716351
15.145701, 8.108012
15.145713, -1.166858
15.146573, 3.893436
15.148302, -0.572379
15.149943, 3.444240
15.150921, 5.213115
15.152165, 3.863102
15.152479, -0.145792
15.152716, 7.244155
15.153290, 0.941691
15.154122, -1.218135
15.156131, 0.962066
15.158263, 2.481501
15.158297, -0.399529
15.158691, 2.314088
15.159625, -2.561756
15.162534, -1.966966
15.163846, -0.950158
15.164153, 2.950736
15.164405, -3.872930
15.165671, 4.084360
15.166102, -1.524206
15.167744, 2.107720
15.168375, 1.261147
15.168717, 2.399171
15.169762, -4.579324
15.169944, 1.159132
15.170441, -1.126634
15.170505, 0.585413
15.170777, 0.935836
15.171214, 1.731519
15.171719, -4.104037
15.171918, 4.126716
15.172659, 3.999817
15.173947, 4.272516
15.175039, 0.480531
15.175321, -2.562572
15.176420, 1.083773
15.176564, 7.016382
15.176610, 1.798777
15.176713, 0.638693
15.176773, 2.282837
15.176998, -6.970817
15.177656, 0.139569
15.178454, -0.571950
15.178753, -1.578075
