# ra, dec
134.987136, 21.464848
134.987623, 21.264193
134.989705, 28.266220
134.989824, 24.412077
134.991586, 18.990227
134.992083, 14.076147
134.992152, 20.814411
134.994075, 28.189453
134.994949, 25.432396
134.995764, 31.862347
134.996689, 19.798843
134.998027, 23.249987
134.998221, 14.510038
134.998981, 27.748419
134.999185, 25.055895
135.000539, 21.684667
135.000888, 25.220459
135.002098, 14.965005
135.004787, 16.667624
135.005874, 30.632005
135.009184, 18.067881
135.015018, 14.102423
135.015846, 26.681805
135.016160, 28.706530
135.016828, 22.338284
135.017445, 31.419806
135.017595, 18.285223
135.020377, 24.197351
135.021670, 27.477551
135.022970, 28.373398
135.029733, 32.322754
135.030431, 22.572796
135.031875, 20.651405
135.032890, 23.581324
135.033084, 18.363011
135.033657, 25.389145
135.033987, 29.220757
135.035718, 20.028486
135.037313, 21.514128
135.038988, 22.870600
135.040876, 17.956841
135.042814, 24.585836
135.043402, 18.976027
135.043641, 15.070009
135.043712, 28.960966
135.045228, 18.091745
135.046038, 30.409883
135.046619, 24.624596
135.047954, 23.407948
135.048587, 26.360357
135.052475, 32.341915
135.054187, 20.904108
135.055226, 27.430973
135.055652, 15.310302
135.058173, 28.382699
135.058981, 23.352690
135.064026, 17.236069
135.064653, 16.697805
135.064809, 25.806759
135.064874, 24.394411
135.065486, 13.933739
135.067045, 25.868671
135.067828, 21.810989
135.069087, 15.380462
135.069166, 26.669210
135.070434, 18.130863
135.071224, 14.538996
135.072495, 27.534384
135.073292, 26.983461
135.074672, 22.552979
135.075480, 16.006737
135.078344, 16.188843
135.080160, 19.917706
135.086563, 20.847195
135.086756, 14.970780
135.087134, 15.033765
135.087531, 16.311279
135.089690, 25.175476
135.090621, 20.615139
135.091361, 21.134371
135.092009, 26.990559
135.092145, 24.866152
135.092320, 14.775190
135.093038, 18.344654
135.095227, 25.774824
135.096505, 12.385082
135.098978, 20.652658
135.101526, 22.860029
135.103463, 30.393425
135.110462, 20.699641
135.111571, 21.390457
135.111816, 32.061977
135.113041, 31.890684
135.113554, 21.106285
135.115639, 13.243773
135.116200, 24.660776
135.117646, 16.316088
135.118700, 29.989714
135.120807, 15.226902
135.123154, 23.933043
135.125187, 29.354458
135.125642, 22.252665
135.126660, 31.921680
135.128895, 16.206446
135.130318, 18.605467
135.133991, 20.783010
135.135897, 25.358000
135.137562, 11.705002
135.137823, 21.576122
135.142216, 17.218533
135.143818, 22.283028
135.143883, 21.217909
135.144053, 25.332718
135.144842, 15.429632
135.148338, 19.819170
135.148341, 16.268373
135.150273, 12.026494
135.150697, 20.808479
135.151306, 24.412935
135.151441, 26.053715
135.153343, 32.191536
135.156876, 11.557434
135.158059, 30.511368
135.160430, 22.242298
135.160832, 22.103785
135.164166, 14.954229
135.164386, 25.020327
135.164875, 27.144410
135.165057, 32.197330
135.167060, 16.351950
135.169726, 20.039980
135.170243, 17.687019
135.170466, 16.542273
135.171563, 14.241748
135.172292, 30.267475
135.173286, 19.761898
135.173901, 21.327458
135.174311, 16.720736
135.175393, 25.049448
135.175566, 18.406693
135.176931, 17.976757
135.178393, 23.075895
135.180169, 22.947887
135.181191, 30.721373
135.186028, 28.381170
135.186910, 28.942411
135.187004, 22.981833
135.191689, 19.115480
135.193822, 29.704720
135.194602, 16.260794
135.195403, 24.910407
135.197204, 28.160540
135.198696, 21.668989
135.200550, 22.207527
135.201477, 29.547517
135.202123, 31.550156
135.206629, 19.268074
135.208832, 21.897120
135.209880, 25.429110
135.210522, 15.820153
135.213358, 19.391914
135.213820, 11.514292
135.215905, 11.740786
135.218288, 13.958564
135.218995, 26.789389
135.219266, 31.320782
135.220650, 21.224019
135.220686, 31.786036
135.221138, 14.258802
135.221890, 12.853240
135.222951, 29.638664
135.223195, 16.164223
135.225146, 19.616423
135.226992, 31.689854
135.228217, 27.267466
135.231467, 21.265965
135.233038, 15.050367
135.233240, 24.206095
135.233281, 22.127106
135.237919, 18.248886
135.240578, 14.238457
135.240884, 28.523265
135.246794, 32.772926
135.247115, 18.909063
135.255051, 24.522470
135.257106, 22.091280
135.258691, 25.956227
135.258835, 32.638798
135.259770, 27.499785
135.260710, 32.081266
135.263307, 28.974421
135.263383, 15.877420
135.263786, 17.370476
135.265091, 22.107422
135.268484, 11.627901
135.269551, 16.407639
135.270248, 22.617149
135.271185, 24.462821
135.271441, 30.474796
135.271632, 32.862972
135.273698, 18.874081
135.274160, 23.633303
135.275629, 11.914632
135.276803, 29.191256
135.276994, 19.208908
135.284018, 19.579382
135.285034, 32.369385
135.286202, 30.922998
135.287820, 16.998663
135.289044, 20.638824
135.290695, 12.220587
135.292118, 27.282682
135.292197, 28.404770
135.293302, 32.947807
135.297567, 20.777332
135.299377, 24.680971
135.301311, 26.926918
135.301909, 19.573395
135.303577, 18.757730
135.304100, 31.889828
135.304171, 28.039945
135.304559, 27.941347
135.304616, 13.271348
135.305410, 23.773814
135.310193, 15.979967
135.310410, 23.933704
135.310799, 21.837332
135.312168, 24.984274
135.312333, 30.352358
135.316133, 21.037148
135.318523, 25.470833
135.319787, 18.777706
135.320206, 14.673976
135.320946, 23.824425
135.321350, 22.013292
135.323792, 32.733662
135.325025, 16.039354
135.326774, 22.480686
135.326822, 11.905831
135.326994, 22.241691
135.329394, 12.208333
135.330279, 20.527039
135.331486, 26.970495
135.331744, 20.975208
135.338254, 12.842552
135.338932, 23.461245
135.340932, 24.642666
135.341327, 26.830946
135.341577, 21.664341
135.344497, 20.746258
135.347819, 27.284081
135.348245, 24.472452
135.349816, 25.877441
135.349985, 26.376389
135.350460, 32.138544
135.351278, 24.192654
135.352286, 15.598698
135.356338, 16.238159
135.356523, 26.236904
135.357094, 20.313614
135.357370, 23.785093
135.359329, 13.364875
135.359378, 21.744907
135.360647, 13.016206
135.361867, 19.002904
135.363074, 27.322309
135.363108, 28.546036
135.364039, 13.101274
135.369452, 20.916458
135.372019, 25.582052
135.374631, 21.828705
135.375423, 29.965521
135.376055, 15.572958
135.379469, 12.524990
135.380313, 18.258361
135.381327, 14.491131
135.381617, 16.850624
135.382297, 12.944258
135.383761, 22.552427
135.384599, 25.383518
135.384915, 12.369174
135.385268, 25.254465
135.385910, 23.549377
135.389472, 19.961578
135.391809, 18.280713
135.392454, 28.661879
135.392971, 28.680155
135.393353, 12.793979
135.393566, 16.297096
135.395126, 20.406483
135.396259, 17.512293
135.397860, 15.902005
135.398543, 27.506706
135.398785, 16.265406
135.399025, 21.051039
135.400057, 31.416294
135.400810, 31.919029
135.402212, 24.849451
135.402392, 29.254244
135.404247, 26.824760
135.404447, 26.980124
135.405339, 25.934433
135.407950, 20.192354
135.408382, 28.150269
135.410774, 31.697472
135.412903, 23.962294
135.412984, 26.354800
135.417161, 11.643729
135.418472, 25.773022
135.421271, 18.351446
135.425207, 28.444773
135.426469, 19.576494
135.428789, 17.359100
135.429973, 16.279751
135.430593, 21.753323
135.431395, 28.536579
135.431601, 14.043587
135.437018, 21.110369
135.438812, 32.957494
135.440165, 21.564831
135.441191, 17.764542
135.441932, 23.006187
135.442187, 32.072632
135.443008, 31.837515
135.443447, 12.140770
135.445891, 15.164315
135.449311, 27.192421
135.451023, 16.236431
135.451072, 28.488991
135.451928, 15.889153
135.451966, 21.346256
135.452325, 31.505383
135.452390, 15.227706
135.452692, 22.816185
135.453920, 20.841321
135.454395, 30.974005
135.454767, 14.027565
135.455022, 31.529091
135.455550, 24.386019
135.456024, 31.902393
135.456854, 20.920359
135.459035, 32.833714
135.459325, 22.681638
135.462314, 13.255727
135.467133, 27.395794
135.468246, 14.369374
135.468954, 28.606255
135.470146, 28.152146
135.470483, 23.166138
135.471114, 12.156429
135.472241, 24.532551
135.473012, 28.500198
135.475502, 27.766651
135.476235, 24.568783
135.481165, 16.978874
135.485040, 30.371992
135.485717, 15.860863
135.486267, 18.977545
135.487524, 22.203068
135.487897, 28.281181
135.490010, 17.551355
135.490446, 28.958555
135.492941, 16.151918
135.494162, 21.434814
135.494479, 25.036753
135.495198, 11.764353
135.495491, 20.832478
135.496160, 20.374975
135.498349, 21.022024
135.498988, 28.732073
135.499345, 25.938175
135.501419, 28.089511
135.503259, 18.479176
135.504169, 11.912445
135.504211, 32.431992
135.505294, 27.318851
135.507859, 12.243759
135.509552, 23.870283
135.510357, 30.163410
135.511081, 19.671089
135.511442, 31.805122
135.512928, 22.458942
135.517059, 32.379999
135.517377, 12.389294
135.518810, 19.912045
135.519244, 21.308334
135.521530, 22.564506
135.523253, 17.789691
135.523529, 24.364689
135.529797, 29.763096
135.530474, 27.094189
135.530652, 21.235258
135.531795, 32.958201
135.533479, 18.601322
135.535065, 32.498779
135.535206, 22.983507
135.535661, 18.067133
135.538409, 31.814745
135.538418, 28.267898
135.538605, 32.510071
135.539492, 17.132389
135.541891, 32.225286
135.543535, 25.248274
135.544357, 27.046589
135.545148, 30.202115
135.548971, 16.494366
135.550091, 20.850760
135.551071, 23.104452
135.552699, 26.426168
135.552749, 19.161905
135.553476, 15.196627
135.553750, 21.650852
135.554286, 19.072670
135.557051, 18.432024
135.558529, 29.583702
135.561768, 23.725023
135.562110, 18.509838
135.562769, 20.340658
135.565962, 26.834354
135.571330, 19.270525
135.580720, 32.755589
135.581505, 23.593010
135.581721, 14.488753
135.582063, 31.023535
135.585049, 16.246814
135.587090, 29.302389
135.587344, 31.310621
135.589604, 13.420657
135.589931, 11.688959
135.590517, 24.583376
135.590520, 15.380465
135.593067, 13.559197
135.594744, 28.515067
135.597205, 28.658398
135.597594, 24.353268
135.602212, 29.471102
135.604134, 22.688391
135.604160, 27.241648
135.607126, 18.495159
135.607813, 26.008517
135.608595, 27.376574
135.609786, 24.513526
135.609815, 26.412378
135.612532, 24.281693
135.614514, 28.278814
135.621304, 11.649333
135.621755, 12.068555
135.625377, 11.859613
135.629018, 25.473866
135.631063, 17.478118
135.632459, 30.140446
135.633294, 17.057816
135.634082, 14.454929
135.637698, 29.289154
135.639468, 24.035355
135.640976, 12.023072
135.641135, 17.876093
135.642404, 28.539148
135.643367, 17.881537
135.643895, 28.688501
135.644404, 19.338411
135.649016, 30.943619
135.649976, 19.060787
135.650254, 28.714296
135.652520, 25.944353
135.654112, 18.018913
135.655823, 25.643347
135.657320, 22.094154
135.657485, 12.906834
135.658170, 29.908636
135.660801, 19.081316
135.660911, 13.626233
135.661004, 22.159533
135.661641, 27.912367
135.663418, 29.877798
135.665343, 24.232117
135.667760, 27.984358
135.670151, 13.123075
135.672181, 29.707911
135.672235, 11.538491
135.676941, 32.926960
135.677254, 30.384603
135.678336, 14.612769
135.684095, 31.197920
135.686664, 26.604448
135.687330, 15.278431
135.691205, 28.688271
135.692153, 17.578199
135.693765, 28.200289
135.693894, 20.452721
135.695154, 21.156649
135.696885, 12.070068
135.698221, 30.689110
135.704090, 23.279625
135.704452, 13.646583
135.706039, 32.842747
135.706770, 23.629225
135.707868, 20.491396
135.709048, 26.338285
135.710288, 14.235628
135.710550, 12.710091
135.710721, 15.252782
135.713832, 23.672495
135.715357, 14.410833
135.715537, 18.289700
135.718622, 21.205408
135.718692, 25.351742
135.719902, 28.382198
135.724171, 26.750404
135.724261, 16.491084
135.725257, 31.725325
135.728338, 32.040745
135.731079, 15.031401
135.732702, 18.377272
135.733022, 28.225521
135.733038, 15.139936
135.735444, 19.462268
135.736406, 18.285332
135.736465, 17.000725
135.738580, 11.618541
135.738927, 23.178179
135.740013, 19.450340
135.743316, 25.487566
135.744669, 12.319225
135.747651, 13.335083
135.749772, 27.341179
135.750459, 26.226242
135.750763, 23.014959
135.750864, 30.688308
135.750889, 28.267017
135.751024, 24.764816
135.751593, 24.642748
135.752243, 25.247486
135.752250, 23.732565
135.752914, 30.150328
135.753123, 31.863407
135.753836, 32.552568
135.754816, 32.125370
135.755548, 18.044050
135.756104, 14.321564
135.761008, 13.160597
135.765387, 11.960945
135.765413, 23.164226
135.765753, 26.936426
135.766751, 26.282761
135.770447, 21.387976
135.771262, 30.501361
135.774835, 19.520166
135.775548, 17.813726
135.775676, 32.902415
135.775761, 23.819353
135.775881, 12.686171
135.776990, 27.989304
135.777817, 27.425785
135.778152, 27.101347
135.778254, 11.892750
135.779309, 18.277702
135.779449, 28.128160
135.779999, 26.799713
135.781740, 12.073294
135.782211, 22.492258
135.784165, 20.748636
135.784997, 27.587255
135.789573, 17.332306
135.789917, 29.238684
135.790439, 31.998341
135.791769, 13.507362
135.792220, 19.891026
135.793512, 30.481140
135.793991, 29.363340
135.795851, 14.027863
135.797033, 15.429122
135.797474, 22.717873
135.799609, 15.466908
135.802468, 27.460291
135.803699, 17.800676
135.804318, 18.670540
135.805302, 16.946466
135.806675, 27.912232
135.807949, 31.337615
135.811027, 19.909998
135.811143, 22.441301
135.813070, 28.107994
135.813282, 25.400311
135.821220, 18.732634
135.824026, 13.427450
135.824089, 31.434461
135.826746, 24.513610
135.826914, 12.758260
135.828146, 14.754881
135.828642, 15.163832
135.828950, 20.784081
135.830437, 23.631388
135.831780, 30.631387
135.833504, 22.576149
135.835073, 12.390987
135.835265, 25.802776
135.836242, 24.192297
135.838562, 20.685284
135.838776, 24.824462
135.838923, 11.597507
135.839105, 13.163953
135.841544, 22.880877
135.841788, 14.728862
135.844391, 25.770100
135.846497, 14.987595
135.847827, 25.277449
135.848075, 32.521069
135.849759, 31.579368
135.849811, 22.218191
135.850877, 22.137086
135.853393, 19.432590
135.854248, 17.645302
135.855304, 14.654912
135.856767, 22.696541
135.856939, 30.090297
135.857230, 26.744297
135.862990, 19.811740
135.863190, 32.488033
135.863498, 13.420817
135.865289, 21.931049
135.866868, 31.748882
135.868496, 17.132217
135.871719, 22.992672
135.873615, 13.495036
135.874385, 22.129920
135.876188, 24.911873
135.876264, 11.754204
135.877514, 31.428581
135.877643, 25.268181
135.879016, 17.455000
135.879741, 16.230370
135.880206, 21.416775
135.881579, 13.133528
135.883827, 30.954205
135.884645, 21.940420
135.885907, 25.511574
135.887565, 27.324377
135.889596, 19.564131
135.889813, 26.476748
135.891414, 32.272246
135.895996, 21.138477
135.896194, 32.484222
135.897007, 25.112968
135.897011, 31.934604
135.903133, 31.748772
135.906208, 16.937334
135.906541, 20.937352
135.906810, 29.795013
135.906972, 24.276686
135.908031, 24.809761
135.908639, 15.802155
135.909411, 26.186672
135.909894, 25.967209
135.910678, 20.941568
135.911013, 24.440887
135.911491, 25.848449
135.911921, 27.952003
135.913239, 22.621006
135.915277, 16.381645
135.916594, 24.216006
135.916745, 20.494345
135.916796, 20.141060
135.917561, 12.054376
135.917603, 29.530699
135.920659, 23.323334
135.923043, 29.727978
135.923113, 27.120693
135.923778, 28.031161
135.924958, 31.970815
135.931197, 25.277126
135.931625, 29.372116
135.931996, 17.148301
135.932177, 19.736671
135.932321, 26.064872
135.935568, 15.674033
135.935601, 32.797334
135.936341, 32.222809
135.937236, 31.613830
135.939355, 21.158993
135.940777, 13.388809
135.945492, 28.361244
135.946684, 24.850607
135.947017, 14.695947
135.947688, 14.010465
135.948922, 28.946085
135.950786, 29.893209
135.954339, 25.782909
135.954883, 20.109352
135.955063, 20.522589
135.956053, 24.931922
135.956784, 14.615239
135.958832, 27.152636
135.959427, 27.350410
135.960857, 24.722837
135.961421, 22.044041
135.961883, 29.654846
135.962566, 12.340995
135.964164, 15.276225
135.964518, 29.032985
135.965988, 25.979919
135.966422, 32.686702
135.967073, 14.493876
135.968910, 29.924463
135.969960, 28.425901
135.975470, 24.061306
135.975620, 11.920596
135.976462, 22.385277
135.977979, 25.786202
135.978186, 21.812065
135.984820, 30.764223
135.985370, 27.323542
135.985565, 12.573925
135.986023, 31.522736
135.986837, 20.194065
135.987859, 16.035082
135.988827, 29.153128
135.989423, 22.597085
135.989467, 25.956640
135.991022, 17.652052
135.991029, 15.959830
135.992051, 21.744305
135.992155, 19.745159
135.993639, 18.262712
135.993805, 32.666290
135.997493, 20.853209
135.998046, 31.121528
135.998227, 28.870827
135.999590, 16.825169
135.999952, 14.963671
136.001603, 13.509249
136.004774, 30.259092
136.007758, 16.438717
136.008379, 22.378371
136.011432, 24.603409
136.012250, 24.062763
136.012573, 12.224323
136.013457, 16.839767
136.014253, 20.267067
136.015080, 23.891677
136.016894, 24.020693
136.017314, 15.215151
136.017438, 25.893503
136.023259, 24.991301
136.023709, 17.743649
136.024107, 17.454068
136.028285, 25.382418
136.030622, 31.011337
136.030807, 26.224392
136.032712, 28.305054
136.033299, 16.695053
136.033412, 28.484356
136.035415, 31.748827
136.037240, 19.791470
136.042625, 30.276417
136.043492, 21.258614
136.043507, 24.173588
136.044461, 31.657364
136.045671, 29.069225
136.045875, 30.058775
136.048460, 16.255596
136.050162, 13.919810
136.051268, 18.420435
136.051656, 31.148621
136.053888, 29.357051
136.054766, 22.074894
136.056372, 16.790144
136.056388, 24.276171
136.057804, 30.413628
136.058089, 28.524194
136.059656, 14.828262
136.061253, 11.834098
136.066018, 22.589975
136.070402, 23.667896
136.075833, 27.415861
136.078568, 22.082296
136.081437, 32.173840
136.083965, 24.915508
136.085241, 20.198322
136.087219, 25.185423
136.089637, 20.023887
136.089721, 27.752739
136.090427, 28.680691
136.095913, 15.399400
136.097386, 13.155753
136.101213, 30.759464
136.101728, 28.077541
136.102838, 11.569537
136.105485, 23.579672
136.105874, 31.366113
136.108263, 25.967634
136.109625, 30.455639
136.112061, 32.880482
136.119013, 18.534302
136.120377, 24.640566
136.121179, 21.395155
136.123443, 28.325768
136.124374, 25.353308
136.124825, 30.075459
136.126403, 24.520485
136.127977, 31.566407
136.133706, 16.221399
136.134444, 13.994010
136.135710, 12.007379
136.135980, 24.360457
136.136653, 14.183403
136.138031, 32.755562
136.139740, 14.811316
136.140386, 20.514002
136.143156, 32.582785
136.144886, 17.105221
136.147246, 26.513331
136.148184, 12.088772
136.149673, 32.992168
136.152782, 28.784366
136.153183, 11.541434
136.154532, 19.592306
136.155347, 19.688442
136.155853, 32.660011
136.156020, 15.752685
136.156291, 25.117201
136.156298, 11.574371
136.156430, 12.742729
136.160396, 25.889930
136.162884, 26.100378
136.163175, 17.425611
136.163762, 29.422464
136.164582, 22.180653
136.165531, 28.459017
136.168078, 21.622370
136.168083, 21.072409
136.169037, 32.621510
136.169714, 24.156557
136.171288, 17.100212
136.171483, 13.551683
136.174364, 19.979761
136.175974, 23.189529
136.176778, 23.927870
136.179115, 13.625230
136.184723, 23.565027
136.185165, 25.557289
136.185726, 27.048668
136.188377, 11.522155
136.188746, 11.950801
136.188913, 16.437473
136.190886, 15.649712
136.193800, 30.822372
136.194837, 23.716783
136.194838, 19.683182
136.195127, 27.186649
136.196379, 19.999669
136.200292, 30.874794
136.201144, 16.320948
136.201616, 25.358160
136.202825, 30.830790
136.202844, 25.813877
136.205180, 30.920540
136.206832, 13.074044
136.208315, 14.960372
136.209182, 23.021868
136.211618, 20.933159
136.213573, 13.662795
136.213677, 26.348356
136.214275, 30.250551
136.214315, 29.778175
136.215197, 12.339956
136.215543, 19.177156
136.216332, 28.945486
136.216598, 31.010437
136.217208, 28.677423
136.217731, 28.000046
136.219482, 23.115503
136.219612, 12.207492
136.222366, 32.767338
136.222839, 20.500549
136.223479, 11.719453
136.233116, 28.565727
136.237418, 25.609707
136.242108, 28.813815
136.242671, 15.305185
136.247723, 27.518282
136.249240, 11.852174
136.250287, 16.275047
136.250349, 25.643274
136.250867, 29.816938
136.251450, 14.355892
136.254054, 14.823067
136.256027, 27.347101
136.256773, 24.339289
136.259274, 30.765980
136.260220, 25.925985
136.262375, 15.764730
136.264313, 32.174599
136.266881, 27.804926
136.269102, 21.694180
136.269709, 26.028591
136.270971, 17.670202
136.273059, 21.878742
136.276648, 27.702248
136.277519, 23.313891
136.279570, 14.470954
136.280595, 29.052114
136.282382, 19.786686
136.282682, 13.437556
136.283836, 23.179798
136.284836, 31.882396
136.285726, 11.786625
136.287020, 30.965935
136.287246, 15.892583
136.290358, 29.535552
136.291910, 22.034891
136.294388, 25.025446
136.296066, 18.454585
136.299078, 16.872017
136.299286, 20.021099
136.300327, 20.213215
136.301389, 12.619712
136.301697, 24.213890
136.302069, 12.169825
136.303979, 23.527695
136.304887, 20.497316
136.305362, 14.044541
136.306820, 27.248322
136.307782, 16.693375
136.308268, 19.820176
136.313282, 24.155050
136.314795, 26.385988
136.314889, 17.439079
136.316222, 16.789687
136.316463, 12.351730
136.320983, 12.305060
136.321535, 26.379705
136.324517, 12.145729
136.325062, 15.992527
136.327197, 13.774177
136.327240, 32.979042
136.327362, 23.318815
136.327469, 28.285872
136.328372, 17.008820
136.330318, 16.804581
136.331255, 30.633915
136.331814, 21.796459
136.332023, 11.670590
136.336214, 11.607679
136.336715, 12.507840
136.337754, 32.633236
136.340448, 21.855267
136.342527, 22.487211
136.346027, 27.222004
136.352018, 25.048030
136.353160, 21.315826
136.358504, 15.534194
136.359536, 30.717941
136.360467, 32.510017
136.362581, 12.869457
136.363159, 15.721535
136.363257, 20.576349
136.365577, 20.678122
136.366843, 29.977373
136.367872, 21.750615
136.368371, 14.142282
136.368681, 26.967870
136.368958, 24.612463
136.369756, 25.694738
136.370097, 19.101332
136.370406, 15.344951
136.371206, 15.699596
136.371277, 26.992668
136.371549, 25.509245
136.372143, 13.852164
136.372987, 25.671730
136.374739, 20.815459
136.377730, 32.342452
136.379526, 17.114784
136.379667, 23.340160
136.380569, 26.878136
136.381533, 32.578492
136.382466, 23.679731
136.382913, 24.036077
136.383565, 17.475880
136.386315, 20.052225
136.388751, 15.206102
136.388834, 28.608845
136.388869, 24.778482
136.389360, 18.167286
136.395343, 13.815704
136.396690, 32.035202
136.397049, 25.726206
136.398966, 23.577827
136.399258, 12.279640
136.400241, 24.951852
136.401080, 16.110289
136.403433, 31.024076
136.407515, 22.246257
136.407851, 32.788035
136.408118, 12.075249
136.408596, 24.000313
136.408796, 25.316147
136.410203, 22.067928
136.411289, 22.912664
136.412196, 27.111067
136.412979, 14.710838
136.414912, 24.185218
136.418631, 29.477745
136.424045, 28.824530
136.424973, 16.075222
136.425734, 13.048782
136.426785, 20.770838
136.428057, 31.977234
136.429021, 21.976879
136.429722, 24.474857
136.431102, 28.700235
136.431301, 17.221378
136.433287, 21.941252
136.433348, 29.759251
136.435112, 12.656498
136.438592, 13.144132
136.440331, 15.474105
136.446407, 22.614037
136.447447, 28.533547
136.448539, 20.226845
136.448656, 20.967398
136.448708, 31.242268
136.448752, 27.873213
136.449444, 18.588671
136.451041, 30.374327
136.452365, 16.129629
136.453379, 18.738125
136.454459, 22.955223
136.455129, 27.099673
136.455452, 24.598969
136.459143, 14.225281
136.460329, 30.104698
136.461150, 19.587299
136.461728, 20.352167
136.462195, 18.001529
136.462703, 18.938513
136.462712, 17.629362
136.463405, 14.699706
136.464397, 20.257485
136.465853, 29.221878
136.466476, 25.500933
136.466556, 15.380239
136.466975, 23.034946
136.467450, 13.607639
136.468052, 29.989571
136.468223, 18.769493
136.468287, 26.407434
136.468592, 19.899673
136.470518, 17.212397
136.470918, 16.720699
136.472293, 21.524645
136.472511, 25.686054
136.473202, 23.719536
136.477677, 20.866968
136.477947, 16.638952
136.478412, 15.721852
136.478717, 13.125491
136.480230, 29.007177
136.480501, 26.008020
136.480780, 25.871231
136.482346, 22.553926
136.482594, 24.289400
136.482728, 24.109823
136.482742, 20.920052
136.486643, 24.685303
136.487275, 12.533703
136.489407, 18.137079
136.489588, 24.795986
136.491979, 31.616249
136.493732, 23.419828
136.495591, 15.660806
136.497914, 11.833563
136.499138, 25.232262
136.500652, 17.802301
136.503709, 14.141378
136.505827, 31.192087
136.507180, 13.410522
136.510283, 23.357251
136.510984, 31.715425
136.511311, 24.231594
136.511736, 23.499659
136.513465, 29.157144
136.514635, 20.194704
136.515150, 19.695083
136.517514, 14.124761
136.520211, 27.055696
136.527878, 11.811453
136.528184, 26.438263
136.531056, 28.066467
136.531527, 13.106915
136.534174, 29.910236
136.535001, 23.067940
136.537631, 15.621020
136.538337, 23.294294
136.538786, 17.648327
136.539228, 23.832077
136.540663, 26.691021
136.540905, 16.750216
136.541133, 20.257525
136.541766, 15.117045
136.542833, 25.779869
136.545246, 26.557097
136.548146, 24.465886
136.548505, 27.626301
136.550732, 15.134493
136.551398, 13.441137
136.553175, 27.880253
136.553834, 27.103064
136.554189, 32.634953
136.554267, 27.997465
136.555605, 28.302099
136.557263, 28.443907
136.557567, 26.156372
136.559599, 11.606932
136.560389, 29.574428
136.561118, 20.227360
136.562247, 20.933945
136.562359, 23.808750
136.564023, 23.506510
136.564028, 20.361797
136.564494, 18.026596
136.565474, 25.340983
136.566371, 12.312690
136.567240, 25.731440
136.567590, 26.206232
136.567837, 15.561389
136.568633, 26.243938
136.568887, 28.908792
136.569773, 22.000341
136.571777, 31.349363
136.575518, 20.130283
136.576024, 13.849405
136.582672, 14.259757
136.583081, 23.680161
136.583316, 28.659056
136.583485, 24.797974
136.583849, 23.771349
136.585680, 17.851803
136.591320, 22.955837
136.591836, 17.881556
136.593121, 17.867724
136.595215, 16.720581
136.600300, 30.851980
136.602868, 18.183540
136.602997, 29.821888
136.603000, 17.318596
136.604117, 24.675300
136.604197, 27.066587
136.604538, 29.647446
136.605093, 21.973474
136.607772, 13.530803
136.608653, 23.517073
136.613255, 26.370247
136.614845, 31.780314
136.618051, 29.985456
136.619062, 15.686049
136.620224, 23.045940
136.620971, 12.765526
136.621817, 17.876453
136.622836, 18.740562
136.626352, 20.695772
136.627822, 21.856720
136.629128, 31.158128
136.635586, 11.858841
136.636140, 25.669590
136.636356, 31.313528
136.636691, 28.941078
136.640195, 16.508493
136.641651, 14.858775
136.642169, 16.571728
136.644869, 15.045789
136.647606, 25.710899
136.648270, 27.486677
136.648901, 11.854909
136.649355, 32.611779
136.649372, 22.169399
136.650361, 15.951766
136.657083, 16.202589
136.657607, 25.151371
136.659109, 17.373175
136.659283, 14.150027
136.660395, 23.340374
136.662886, 11.918907
136.664235, 14.183373
136.667170, 16.569658
136.669972, 24.793533
136.670392, 20.348392
136.671915, 22.823759
136.675472, 18.574593
136.675934, 17.160719
136.676583, 22.363859
136.677111, 29.914425
136.677580, 29.505136
136.679965, 31.976400
136.682127, 19.813604
136.687534, 19.116165
136.688660, 26.265259
136.689292, 23.118702
136.690098, 12.420252
136.690356, 32.035278
136.690369, 29.308891
136.691161, 16.937725
136.691403, 11.563747
136.692343, 20.037868
136.695752, 17.679668
136.696943, 17.155331
136.698922, 17.893566
136.702218, 23.211826
136.704461, 14.069336
136.706036, 19.178202
136.708057, 27.854687
136.708836, 13.633819
136.709276, 18.299068
136.709854, 18.328293
136.709937, 11.508133
136.712344, 30.058170
136.717812, 31.015857
136.717967, 24.505683
136.720317, 16.594513
136.720652, 12.961967
136.721866, 25.480129
136.721932, 26.630495
136.722310, 31.351068
136.723051, 25.396013
136.726201, 17.367305
136.729244, 30.605925
136.730957, 27.824532
136.731033, 19.144673
136.731141, 25.446247
136.733063, 30.650751
136.734994, 22.937955
136.736630, 25.612190
136.739653, 16.243753
136.740140, 32.177867
136.742523, 26.898661
136.743412, 31.488255
136.745143, 20.443346
136.747948, 21.254115
136.748030, 32.643352
136.748102, 12.783429
136.750379, 21.993629
136.752490, 21.313444
136.752911, 22.091736
136.754625, 22.151451
136.754740, 14.051331
136.758331, 25.632652
136.758658, 19.491817
136.758704, 24.241516
136.759418, 24.890749
136.761963, 30.313152
136.762019, 18.563358
136.763351, 27.119274
136.767208, 13.980320
136.767473, 27.892598
136.767644, 28.486874
136.768619, 13.460059
136.769196, 15.817310
136.769423, 30.566788
136.770325, 20.444790
136.770981, 14.070530
136.772616, 15.922173
136.774494, 14.544784
136.785396, 20.415947
136.786957, 27.885885
136.790620, 25.665743
136.791007, 32.020859
136.791224, 25.105783
136.793414, 30.142532
136.794077, 23.759795
136.794449, 25.079889
136.795316, 19.097712
